	target	text	sentiment
3939	service	Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!	1
3940	atmosphere	Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!	1
3941	lunch buffet	Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!	1
3942	dinner	Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!	1
3943	lunch	Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!	1
3944	appetizers	For appetizers, I recommend the shrimp fritters and dumplings.	0
3945	shrimp fritters	For appetizers, I recommend the shrimp fritters and dumplings.	1
3946	dumplings	For appetizers, I recommend the shrimp fritters and dumplings.	1
3947	people	Such nice people working here - but I have to review the food.	1
3948	food	Such nice people working here - but I have to review the food.	0
3949	Times Square cocktail	Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.)	1
3950	ginger lemonade with vodka	Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.)	1
3951	wine	Great wine, great food.	1
3952	food	Great wine, great food.	1
3953	service	The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.	0
3954	air conditioning	The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.	-1
3955	meal	The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.	-1
3956	food	The food and staff always surprise me with the new heights they are taken to.	1
3957	staff	The food and staff always surprise me with the new heights they are taken to.	1
3958	food	However, if you want great food at a great price and don't mind the decor, you can't beat this place.	1
3959	price	However, if you want great food at a great price and don't mind the decor, you can't beat this place.	1
3960	decor	However, if you want great food at a great price and don't mind the decor, you can't beat this place.	-1
3961	sichuan cooking	What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.	1
3962	chongqing hotpot	What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.	1
3963	table	Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.	-1
3964	waiter traffic	Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.	-1
3965	dinner plates	Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.	-1
3966	Nanbu Bijin	Sake collection was excellent (Try Nanbu Bijin), but pricy.	1
3967	dishes	Interesting other dishes for a change include chicken in curry sauce and salmon caserole.	1
3968	chicken in curry sauc	Interesting other dishes for a change include chicken in curry sauce and salmon caserole.	1
3969	salmon caserole	Interesting other dishes for a change include chicken in curry sauce and salmon caserole.	1
3970	Angry Lobster	One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.	1
3971	cold lobster salad	One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.	1
3972	service	The service is outstanding and my crab-cake eggs benedict could not have been better.	1
3973	crab-cake eggs benedict	The service is outstanding and my crab-cake eggs benedict could not have been better.	1
3974	decor	The place's decor and hidden bathrooms made for a good laugh.	1
3975	bathrooms	The place's decor and hidden bathrooms made for a good laugh.	1
3976	location	Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.	1
3977	prices	Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.	1
3978	Deliveries	Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.	-1
3979	prices	Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.	-1
3980	hot dogs	We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.	0
3981	menu	We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.	0
3982	chicken with garlic sauce	I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.	0
3983	chicken with black bean sauce	I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.	0
3984	hunan chicken	I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.	0
3985	take-out pies	Because of the delicate thin crust, take-out pies get soggy in their boxes.	-1
3986	crust	Because of the delicate thin crust, take-out pies get soggy in their boxes.	-1
3987	dish	The dish had like 6 pieces of beef in it.	0
3988	beef	The dish had like 6 pieces of beef in it.	0
3989	bannan fritter	We got in line and were served while in line a bannan fritter.	0
3990	served	We got in line and were served while in line a bannan fritter.	0
3991	rice	It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.	0
3992	water	It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.	0
3993	Appetizers	Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.	0
3994	main dishes	Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.	0
3995	food	I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.	0
3996	atmosphere	I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.	0
3997	manager	A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.	-1
3998	table	A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.	0
3999	pizza	I've had pizza both times and the caprese salad appetizer.	0
4000	caprese salad appetizer	I've had pizza both times and the caprese salad appetizer.	0
4001	food	If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.	0
4002	value	If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.	0
