	Unnamed: 0	target	text	sentiment	target_text
4408	2352	Waiters	Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.	-1	Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree. [SEP] Waiters
2873	817	presentations	I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).	0	I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office). [SEP] presentations
2157	101	motherboard	no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.	0	no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard. [SEP] motherboard
1799	1799	LOCATION1	LOCATION1 is considered one of the best areas of London, but with that salary you can afford it	1	LOCATION1 is considered one of the best areas of London, but with that salary you can afford it [SEP] LOCATION1
3282	1226	gaming	But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.	0	But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming. [SEP] gaming
751	751	LOCATION1	LOCATION1 is really trendy area , full of young people I 'm always out in LOCATION1 in `` aquam bar '' love that place but there is loads of bars clubs round there	1	LOCATION1 is really trendy area , full of young people I 'm always out in LOCATION1 in `` aquam bar '' love that place but there is loads of bars clubs round there [SEP] LOCATION1
623	623	LOCATION1	LOCATION1 is a lovely area and LOCATION2 is not bad either 	1	LOCATION1 is a lovely area and LOCATION2 is not bad either  [SEP] LOCATION1
1553	1553	LOCATION1	 have a look round the 'poets corner' part of LOCATION1 (few nice bars, getting quite trendy), you would get a bit more for your money 	1	 have a look round the 'poets corner' part of LOCATION1 (few nice bars, getting quite trendy), you would get a bit more for your money  [SEP] LOCATION1
5733	3677	spinach	My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.	1	My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions. [SEP] spinach
1759	1759	LOCATION1	LOCATION1 area is cool	1	LOCATION1 area is cool [SEP] LOCATION1
5468	3412	service	The wine the service was very good too.	1	The wine the service was very good too. [SEP] service
1005	1005	LOCATION1	The north side of LOCATION1 has characteristically `` inner London '' deprivation 	-1	The north side of LOCATION1 has characteristically `` inner London '' deprivation  [SEP] LOCATION1
4689	2633	food	While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.	1	While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse. [SEP] food
6032	3976	location	Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.	1	Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again. [SEP] location
5384	3328	rice	They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.	0	They were very abrupt with me when I called and actually claimed the food was late because they were out of rice. [SEP] rice
1514	1514	LOCATION1	 I'm not from LOCATION2 but the borough but my sister lives in LOCATION1 and she loves it 	1	 I'm not from LOCATION2 but the borough but my sister lives in LOCATION1 and she loves it  [SEP] LOCATION1
2482	426	keyboard	It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!	-1	It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard! [SEP] keyboard
4851	2795	food	In terms of the food itself -- nothing special, we limited ourselves to several appetizers.	0	In terms of the food itself -- nothing special, we limited ourselves to several appetizers. [SEP] food
569	569	LOCATION2	LOCATION1 and LOCATION2 happen to be two of my most favourite places in London	1	LOCATION1 and LOCATION2 happen to be two of my most favourite places in London [SEP] LOCATION2
5556	3500	ambience	This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.	1	This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time. [SEP] ambience
268	268	LOCATION2	Avoid LOCATION2 and LOCATION1 because there's alot of crime in these areas	-1	Avoid LOCATION2 and LOCATION1 because there's alot of crime in these areas [SEP] LOCATION2
2706	650	Windows	BUT there's this application called Boot Camp which allows you to add another OS X like Windows.	0	BUT there's this application called Boot Camp which allows you to add another OS X like Windows. [SEP] Windows
4065	2009	place	Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).	1	Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!). [SEP] place
3509	1453	courses	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.	0	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world. [SEP] courses
5228	3172	portion	Best Pastrami I ever had and great portion without being ridiculous.	1	Best Pastrami I ever had and great portion without being ridiculous. [SEP] portion
2688	632	graphics	It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.	0	It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics. [SEP] graphics
4543	2487	round of drinks	During our meal, the management came over and checked on us and even bought us a round of drinks.	0	During our meal, the management came over and checked on us and even bought us a round of drinks. [SEP] round of drinks
4058	2002	dining	Over the years, it has always provided a pleasurable dining experience with quality food and wine.	1	Over the years, it has always provided a pleasurable dining experience with quality food and wine. [SEP] dining
2801	745	keys	It's so nice to look at and the keys are easy to type with.	1	It's so nice to look at and the keys are easy to type with. [SEP] keys
5530	3474	service	The service is good and ambience is good for a date or group outing.	1	The service is good and ambience is good for a date or group outing. [SEP] service
595	595	LOCATION1	LOCATION1 in the East End is vibrant , try The Lanes bar at the opposite end to Trumans Brewery	1	LOCATION1 in the East End is vibrant , try The Lanes bar at the opposite end to Trumans Brewery [SEP] LOCATION1
669	669	LOCATION1	LOCATION1 is definitely more upmarket, trendier and more expensive than LOCATION1	1	LOCATION1 is definitely more upmarket, trendier and more expensive than LOCATION1 [SEP] LOCATION1
2542	486	fan	Fan noise: The fan made a constant hissing noise in the background.	-1	Fan noise: The fan made a constant hissing noise in the background. [SEP] fan
4050	1994	chef	While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.	1	While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs. [SEP] chef
